sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
547,20-2-2023_15:26:3:218697,paved,sudden-left-turn,-1.9736103435226506,-1.694790236604865,0.44505245886511896,-0.05083248906773144,-0.024818381376995984,0.22751712003533767,0.2105262834887671,0.5853657538649875,0.4999999993498819,1
548,20-2-2023_15:26:3:274689,paved,sudden-left-turn,-2.3370637636503453,-0.14386589125482518,-0.9334663661527929,-0.057845962929133535,-0.0027210867709208594,0.23824005310250493,0.2105262834887671,0.5853657538649875,0.4999999993498819,1
549,20-2-2023_15:26:3:322637,paved,sudden-left-turn,-2.3906839554663994,-0.23884922147367202,-0.20560299700672002,0.05041056525501417,-0.006442450100205091,0.24927403295131184,0.2105262834887671,0.5609756307454785,0.4999999993498819,1
550,20-2-2023_15:26:3:378619,paved,sudden-left-turn,-3.2723070159753096,0.8713061249964084,-0.7311678494939551,0.021116813426077477,0.004515501323670122,0.25270813799113706,0.2105262834887671,0.5609756307454785,0.4999999993498819,1
551,20-2-2023_15:26:3:434610,paved,sudden-left-turn,-3.245688685525385,0.8627499113605601,-2.6070661320795643,0.0016920826232253265,-0.02134509589552526,0.23019009283760516,0.05263162201497709,0.5609756307454785,0.7500002486701729,1
552,20-2-2023_15:26:3:482615,paved,sudden-left-turn,-2.3822411693671164,-0.018587971984463048,-3.536822204698254,-0.02115349778530189,-0.06102816281740945,0.21045767009309338,0.05263162201497709,0.5609756307454785,0.7500002486701729,1
553,20-2-2023_15:26:3:530599,paved,sudden-left-turn,-3.119439095541127,-0.05523328234947479,-1.871777434722871,-0.03434757743572305,-0.07522465366603567,0.19575696361246234,0.2105262834887671,0.5853657538649875,0.6250001240100274,1
554,20-2-2023_15:26:3:586594,paved,sudden-left-turn,-2.6354723030073095,-0.7336548538209604,-1.085643216484931,-0.024474159254992956,-0.05814526347099275,0.17912175961552426,0.2105262834887671,0.5853657538649875,0.6250001240100274,1
555,20-2-2023_15:26:3:642632,paved,sudden-left-turn,-2.369205325714545,-0.07468170894859005,-0.311366827331103,0.007459003871948002,-0.08699603354955597,0.1650770672383875,0.05263162201497709,0.5609756307454785,0.6250001240100274,1
556,20-2-2023_15:26:3:690626,paved,sudden-left-turn,-1.8768165814283495,0.8377504759439305,-1.9091564577692888,-0.021425967588417187,-0.050135662607186604,0.1375518289100276,0.05263162201497709,0.5609756307454785,0.6250001240100274,1
557,20-2-2023_15:26:3:738619,paved,sudden-left-turn,-2.7792282027386643,0.8523237957489866,0.2003155639309322,-0.03928172318957871,-0.06279626185153447,0.11653796154710926,0.1578947297237254,0.536585435818262,0.6250001240100274,1
