sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
1,22-3-2023 20:29:53:664268,paved,sudden-left-line-chg,-1.2436338612927904,-0.4462088550233257,1.7214113942367735,-0.12381049180419368,0.01958591273639132,-0.00842798729354595,0.5000000433589917,0.33333344538059934,0.6000003065940478,0
2,22-3-2023 20:29:54:76261,paved,sudden-left-line-chg,-1.3802851475809566,0.006526887765291978,1.3987448427819278,-0.0683051450069355,0.003876477864635283,0.00535345981531065,0.5000000433589917,0.33333344538059934,0.6000003065940478,0
3,22-3-2023 20:29:54:90844,paved,sudden-left-line-chg,-0.9141156506244013,0.6892406085276297,0.41853020265900254,0.00031762520327707766,0.018856301503194867,0.014606989852188309,0.5714285865698067,0.500000168070899,0.3999999292475273,0
4,22-3-2023 20:29:54:98842,paved,sudden-left-line-chg,-1.6205849202348515,-0.5030077415270384,2.3563004383861834,0.058147654067832955,0.1693753385427393,0.014926792637681756,0.5714285865698067,0.500000168070899,0.3999999292475273,0
5,22-3-2023 20:29:54:98842,paved,sudden-left-line-chg,-1.9302448887597075,-0.8574564003663938,3.0467734829282,0.008010837812610673,0.1538749675600081,0.022120488762730057,0.5000000433589917,0.33333344538059934,0.3999999292475273,0
6,22-3-2023 20:29:54:106844,paved,sudden-left-line-chg,-1.269108107134469,-0.3461275853827559,2.8769395424243998,-0.10456066469025896,0.12467510553360478,0.025237832753996433,0.5000000433589917,0.33333344538059934,0.3999999292475273,0
7,22-3-2023 20:29:54:114843,paved,sudden-left-line-chg,-2.2417943950117105,1.6792617363809017,2.7106708535462474,-0.14021792375739758,0.15692289347765834,0.018130321516750914,0.5000000433589917,0.0,0.3999999292475273,0
8,22-3-2023 20:29:54:114843,paved,sudden-left-line-chg,-2.4197699547304645,1.098288155258382,2.1891928227652913,-0.09115945412177501,0.061920983827166445,0.020535909852001693,0.5000000433589917,0.0,0.3999999292475273,0
9,22-3-2023 20:29:54:122839,paved,sudden-left-line-chg,-1.8944406299638148,0.6249393377445844,2.3641599024478266,-0.01901155131751746,0.06109905815383838,0.020986392473336203,0.42857145197151936,0.8333338375460306,0.3999999292475273,0
10,22-3-2023 20:29:54:130846,paved,sudden-left-line-chg,-1.6262239849421616,0.34844816395165396,2.14011540016211,0.012769576580794632,0.0014950979313779686,0.02149177568494021,0.42857145197151936,0.8333338375460306,0.3999999292475273,0
11,22-3-2023 20:29:54:130846,paved,sudden-left-line-chg,-1.523273093983626,1.758085948621322,1.0260981342702309,-0.026954168506878602,-0.000850758088627506,0.008548760640436788,0.42857145197151936,0.500000168070899,0.5000001768811815,0
12,22-3-2023 20:29:54:162882,paved,sudden-left-line-chg,-2.006541638569696,1.280410596083279,-0.17614684952806203,-0.0688942568484798,-0.05146731855784906,-0.0014528580842472077,0.42857145197151936,0.500000168070899,0.5000001768811815,0
13,22-3-2023 20:29:54:209373,paved,sudden-left-line-chg,-1.497959441578356,1.4668552739226355,-1.470617726647148,-0.07796162825034021,-0.16117181355307733,-0.009939128122991706,0.5000000433589917,0.6666670028084648,0.3999999292475273,0
14,22-3-2023 20:29:54:256862,paved,sudden-left-line-chg,-0.6914819957006937,1.4490183838800876,-2.0758629666945865,-0.10531417188839494,-0.0828938404637339,-0.011361500228013513,0.5000000433589917,0.6666670028084648,0.3999999292475273,0
15,22-3-2023 20:29:54:304856,paved,sudden-left-line-chg,-1.0147728441218116,-0.5252645956791593,-1.754459989063756,-0.06472236194699489,-0.0638518483201326,0.005172736960111111,0.5000000433589917,0.1666668347375654,0.3999999292475273,0
16,22-3-2023 20:29:54:344899,paved,sudden-left-line-chg,-0.6130869413679836,-0.38149526686528623,0.814744997942356,-0.04905335980547129,-0.07880528148973158,0.007516839579397274,0.5000000433589917,0.1666668347375654,0.3999999292475273,0
17,22-3-2023 20:29:54:392856,paved,sudden-left-line-chg,-0.17504528082456994,-0.9790091357798699,1.6207442768326796,-0.07839869362403867,-0.05981625042283756,-0.0033929955006175728,0.5000000433589917,0.33333344538059934,0.5000001768811815,0
18,22-3-2023 20:29:54:440884,paved,sudden-left-line-chg,-0.7961990986797168,-1.2548111887687856,3.0389660769262195,0.023792188031558636,0.001942302574340228,-0.001729029444876966,0.5000000433589917,0.33333344538059934,0.5000001768811815,0
19,22-3-2023 20:29:54:480834,paved,sudden-left-line-chg,-0.9570921634997452,-2.4931241314222445,3.419910224681032,0.03577433176320079,-0.08703979519045912,0.005738558561697447,0.5714285865698067,0.500000168070899,0.20000014150494533,0
20,22-3-2023 20:29:54:528874,paved,sudden-left-line-chg,-1.0854787289778174,-1.4127341435873504,3.788597505965197,0.002197723350924094,-0.06127912488802431,0.00806082426407544,0.5714285865698067,0.500000168070899,0.20000014150494533,0
21,22-3-2023 20:29:54:576823,paved,sudden-left-line-chg,-1.0711184525593689,0.7096368572504388,2.2154268786660136,-0.06950517729008196,-0.08130723336826823,0.007420236589019906,0.42857145197151936,0.33333344538059934,0.5000001768811815,0
22,22-3-2023 20:29:54:616865,paved,sudden-left-line-chg,-1.6003237126153964,0.9184149880485666,0.4754980642960458,-0.14479161149807357,-0.04838947182410999,0.008446004920558385,0.42857145197151936,0.33333344538059934,0.5000001768811815,0
23,22-3-2023 20:29:54:664838,paved,sudden-left-line-chg,-2.198071684026977,0.042367252018313706,-0.5473378912090425,-0.16335332640387992,-0.015109855546347119,0.0027648214341816106,0.2857143173732321,0.1666668347375654,0.5000001768811815,0
