sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
1,22-3-2023 19:4:12:564781,paved,sudden-acc,-1.8578226795052342,-0.4075737323071536,-0.6063448746911398,-0.018228247618033586,-0.0526837049262349,0.04176913965798382,0.666667204618532,0.7142853503219669,0.8333334332232147,0
2,22-3-2023 19:4:12:931730,paved,sudden-acc,-1.8111060083421404,-0.488555443145342,-0.3569019982827226,-0.011277380255550865,-0.010325849851239174,0.03460378508417208,0.666667204618532,0.7142853503219669,0.8333334332232147,0
3,22-3-2023 19:4:12:934166,paved,sudden-acc,-1.5731081025177118,-0.8968050901309516,-0.3256460354549636,0.02272510262591024,-0.06989354460013615,0.02008215014610533,0.666667204618532,1.0,0.5000003995595252,0
4,22-3-2023 19:4:12:942167,paved,sudden-acc,-1.9653525349898546,-0.8134940795036387,-0.056570457095445226,-0.026661612511011196,-0.016798779573617376,0.019671782217003022,0.666667204618532,1.0,0.5000003995595252,0
5,22-3-2023 19:4:12:990161,paved,sudden-acc,-2.026845107954489,0.8451450209727824,0.2446022172822241,0.0069222289370971,-0.006591526249538099,0.02894723403222573,0.5555562728247084,0.7142853503219669,0.5000003995595252,0
6,22-3-2023 19:4:13:6168,paved,sudden-acc,-2.3149161924651773,0.3573477785094542,0.989106958179598,0.011488752555799784,0.015139676757890807,0.03424204524520694,0.5555562728247084,0.7142853503219669,0.5000003995595252,0
7,22-3-2023 19:4:13:22163,paved,sudden-acc,-2.6582145770021794,0.6393024210040773,1.8656672485666812,-0.02345328915590779,0.061879758750799096,0.02856910376612403,0.8888898751339751,1.0,0.33333303366368944,0
8,22-3-2023 19:4:13:38164,paved,sudden-acc,-1.8478920832490084,1.1260254666966811,2.323080874702418,-0.053923354363155276,0.04682445538970552,0.010390413940892986,0.8888898751339751,1.0,0.33333303366368944,0
9,22-3-2023 19:4:13:54162,paved,sudden-acc,-2.4499077631469612,0.6732122922167489,2.0948701257983,-0.08290125105630976,0.03480290170865973,0.022257299961663042,0.7777781364123542,1.0,0.33333303366368944,0
10,22-3-2023 19:4:13:70157,paved,sudden-acc,-1.7210911113277771,0.07020233270580456,1.0021404367823705,-0.08748844014715693,-0.005245519181331482,0.014491712528169571,0.7777781364123542,1.0,0.33333303366368944,0
11,22-3-2023 19:4:13:78159,paved,sudden-acc,-0.7135460065997523,-0.20197873503997027,-0.05625568999327202,-0.059213879302578834,-0.04044890287734121,0.008846487084338368,0.5555562728247084,0.7142853503219669,0.5000003995595252,0
12,22-3-2023 19:4:13:94149,paved,sudden-acc,-0.2070262252080346,-1.1572117667345068,-0.6528933861725484,-0.07933238561476699,-0.024183888739006995,0.006724226036304582,0.5555562728247084,0.7142853503219669,0.5000003995595252,0
13,22-3-2023 19:4:13:110154,paved,sudden-acc,0.38105388033645426,-2.9364267063480014,-2.117141753447783,-0.09032593040191035,-0.011311604227473841,0.019596538163078082,0.8888898751339751,1.0,0.5000003995595252,0
14,22-3-2023 19:4:13:158157,paved,sudden-acc,-0.16799481725609777,-2.2362240123865096,-2.077662275123065,-0.0330860574388036,-0.11222296426792264,0.029445533375626692,0.8888898751339751,1.0,0.5000003995595252,0
15,22-3-2023 19:4:13:198182,paved,sudden-acc,-0.42475639819827476,-1.0135271993996091,-2.8515299443335107,-0.04465857404376864,-0.1546582164312178,0.02115847642858884,1.0,0.5714282541268426,0.5000003995595252,0
16,22-3-2023 19:4:13:246137,paved,sudden-acc,-0.7009698542166514,-1.3694183208377164,-1.4987263533526316,-0.06472248085309558,0.004354290624322105,0.023182523315111555,1.0,0.5714282541268426,0.5000003995595252,0
17,22-3-2023 19:4:13:294131,paved,sudden-acc,-0.9344544809900948,-0.8122803158859931,-1.3750105340117877,-0.0951990593585914,0.02326469123040905,0.015508478437052366,0.666667204618532,0.4285712232585447,0.16666576765773472,0
